   main_id   |plx_value|    rvz_redshift     |teff 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4707 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4714 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4757 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4758 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4775 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4848 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4930 
"*  20 Oph"  |21.4451  |5.203613423931941E-6 |6220 
"*  20 Oph"  |21.4451  |5.203613423931941E-6 |6295 
"*  20 Oph"  |21.4451  |5.203613423931941E-6 |6337 
"*  20 Oph"  |21.4451  |5.203613423931941E-6 |6358 
"*  20 Oph"  |21.4451  |5.203613423931941E-6 |6361 
"*  20 Oph"  |21.4451  |5.203613423931941E-6 |6403 
"*  20 Oph"  |21.4451  |5.203613423931941E-6 |6435 
"*  20 Oph"  |21.4451  |5.203613423931941E-6 |6479 
"*  20 Oph"  |21.4451  |5.203613423931941E-6 |6486 
"*  20 Sex"  |18.7177  |4.936870472382893E-5 |6577 
"*  20 Sex"  |18.7177  |4.936870472382893E-5 |6666 
"*  21 Eri"  |28.8891  |1.3443536679869084E-4|4875 
"*  21 Eri"  |28.8891  |1.3443536679869084E-4|5015 
"*  21 Eri"  |28.8891  |1.3443536679869084E-4|5065 
"*  21 Eri"  |28.8891  |1.3443536679869084E-4|5150 
"*  21 Ori"  |16.3291  |2.768620316451198E-5 |6759 
"*  22 Cam"  |16.2062  |6.771580404030253E-5 |6727 
"*  22 Cam"  |16.2062  |6.771580404030253E-5 |6839 
"*  23 Ari"  |30.8215  |1.0994333015323932E-5|6041 
"*  23 Ari"  |30.8215  |1.0994333015323932E-5|6084 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5564 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5591 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5617 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5623 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5672 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5674 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5687 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5699 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5700 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5701 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5703 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5710 
"*  23 Lib"  |38.1946  |1.6938528210941328E-5|5715 
